v7	0.5*(Id(M4)-Id(M3))
Step Information: Iq=10n  (Run: 1/8)
-7.199999999999999e-001	3.551375e-005
-6.839999999999998e-001	3.272688e-005
-6.479999999999998e-001	3.001123e-005
-6.119999999999998e-001	2.737164e-005
-5.759999999999997e-001	2.481289e-005
-5.399999999999997e-001	2.233968e-005
-5.039999999999997e-001	1.995671e-005
-4.679999999999997e-001	1.766863e-005
-4.319999999999997e-001	1.548016e-005
-3.959999999999997e-001	1.339622e-005
-3.599999999999998e-001	1.142219e-005
-3.239999999999998e-001	9.564470e-006
-2.879999999999998e-001	7.831229e-006
-2.519999999999998e-001	6.233592e-006
-2.159999999999998e-001	4.787017e-006
-1.799999999999998e-001	3.512341e-006
-1.439999999999998e-001	2.435225e-006
-1.079999999999998e-001	1.582168e-006
-7.199999999999981e-002	9.726941e-007
-3.599999999999982e-002	6.127305e-007
1.804112415015879e-016	4.999999e-007
3.600000000000018e-002	6.438312e-007
7.200000000000018e-002	1.076715e-006
1.080000000000002e-001	1.834092e-006
1.440000000000002e-001	2.920983e-006
1.800000000000002e-001	4.302886e-006
2.160000000000002e-001	5.924064e-006
2.520000000000002e-001	7.729636e-006
2.880000000000001e-001	9.676774e-006
3.240000000000001e-001	1.173584e-005
3.600000000000001e-001	1.388721e-005
3.960000000000001e-001	1.611757e-005
4.320000000000001e-001	1.841722e-005
4.680000000000000e-001	2.077832e-005
5.040000000000000e-001	2.319400e-005
5.400000000000000e-001	2.565795e-005
5.760000000000001e-001	2.816418e-005
6.120000000000001e-001	3.070703e-005
6.480000000000001e-001	3.328114e-005
6.840000000000002e-001	3.588147e-005
7.200000000000002e-001	3.850334e-005
7.560000000000002e-001	4.114240e-005
7.920000000000003e-001	4.379465e-005
8.280000000000003e-001	4.645643e-005
8.640000000000003e-001	4.912438e-005
9.000000000000000e-001	5.179545e-005
Step Information: Iq=1u  (Run: 5/8)
-9.000000000000000e-001	5.344758e-005
-8.640000000000000e-001	5.033892e-005
-8.280000000000000e-001	4.727075e-005
-7.919999999999999e-001	4.424855e-005
-7.559999999999999e-001	4.127760e-005
-7.199999999999999e-001	3.836304e-005
-6.839999999999998e-001	3.550990e-005
-6.479999999999998e-001	3.272311e-005
-6.119999999999998e-001	3.000757e-005
-5.759999999999997e-001	2.736809e-005
-5.399999999999997e-001	2.480944e-005
-5.039999999999997e-001	2.233636e-005
-4.679999999999997e-001	1.995352e-005
-4.319999999999997e-001	1.766558e-005
-3.959999999999997e-001	1.547726e-005
-3.599999999999998e-001	1.339350e-005
-3.239999999999998e-001	1.141972e-005
-2.879999999999998e-001	9.562402e-006
-2.519999999999998e-001	7.829957e-006
-2.159999999999998e-001	6.234083e-006
-1.799999999999998e-001	4.791603e-006
-1.439999999999998e-001	3.526483e-006
-1.079999999999998e-001	2.471231e-006
-7.199999999999981e-002	1.666672e-006
-3.599999999999982e-002	1.159876e-006
1.804112415015879e-016	9.999998e-007
3.600000000000018e-002	1.228380e-006
7.200000000000018e-002	1.860946e-006
1.080000000000002e-001	2.874806e-006
1.440000000000002e-001	4.213796e-006
1.800000000000002e-001	5.809041e-006
2.160000000000002e-001	7.598214e-006
2.520000000000002e-001	9.534252e-006
2.880000000000001e-001	1.158515e-005
3.240000000000001e-001	1.373003e-005
3.600000000000001e-001	1.595492e-005
3.960000000000001e-001	1.824981e-005
4.320000000000001e-001	2.060670e-005
4.680000000000000e-001	2.301867e-005
5.040000000000000e-001	2.547935e-005
5.400000000000000e-001	2.798273e-005
5.760000000000001e-001	3.052313e-005
6.120000000000001e-001	3.309516e-005
6.480000000000001e-001	3.569377e-005
6.840000000000002e-001	3.831424e-005
7.200000000000002e-001	4.095220e-005
7.560000000000002e-001	4.360363e-005
7.920000000000003e-001	4.626484e-005
8.280000000000003e-001	4.893245e-005
8.640000000000003e-001	5.160339e-005
9.000000000000000e-001	5.427485e-005
Step Information: Iq=2u  (Run: 6/8)
-9.000000000000000e-001	5.703795e-005
-8.640000000000000e-001	5.389013e-005
-8.280000000000000e-001	5.077619e-005
-7.919999999999999e-001	4.770196e-005
-7.559999999999999e-001	4.467293e-005
-7.199999999999999e-001	4.169442e-005
-6.839999999999998e-001	3.877158e-005
-6.479999999999998e-001	3.590945e-005
-6.119999999999998e-001	3.311299e-005
-5.759999999999997e-001	3.038707e-005
-5.399999999999997e-001	2.773655e-005
-5.039999999999997e-001	2.516619e-005
-4.679999999999997e-001	2.268073e-005
-4.319999999999997e-001	2.028485e-005
-3.959999999999997e-001	1.798325e-005
-3.599999999999998e-001	1.578065e-005
-3.239999999999998e-001	1.368204e-005
-2.879999999999998e-001	1.169302e-005
-2.519999999999998e-001	9.820460e-006
-2.159999999999998e-001	8.073908e-006
-1.799999999999998e-001	6.467851e-006
-1.439999999999998e-001	5.025640e-006
-1.079999999999998e-001	3.785588e-006
-7.199999999999981e-002	2.808741e-006
-3.599999999999982e-002	2.181839e-006
1.804112415015879e-016	2.000000e-006
3.600000000000018e-002	2.323719e-006
7.200000000000018e-002	3.140995e-006
1.080000000000002e-001	4.373287e-006
1.440000000000002e-001	5.917757e-006
1.800000000000002e-001	7.685218e-006
2.160000000000002e-001	9.613167e-006
2.520000000000002e-001	1.166204e-005
2.880000000000001e-001	1.380747e-005
3.240000000000001e-001	1.603391e-005
3.600000000000001e-001	1.833064e-005
3.960000000000001e-001	2.068937e-005
4.320000000000001e-001	2.310306e-005
4.680000000000000e-001	2.556528e-005
5.040000000000000e-001	2.807003e-005
5.400000000000000e-001	3.061161e-005
5.760000000000001e-001	3.318464e-005
6.120000000000001e-001	3.578408e-005
6.480000000000001e-001	3.840523e-005
6.840000000000002e-001	4.104372e-005
7.200000000000002e-001	4.369555e-005
7.560000000000002e-001	4.635703e-005
7.920000000000003e-001	4.902481e-005
8.280000000000003e-001	5.169581e-005
8.640000000000003e-001	5.436724e-005
9.000000000000000e-001	5.703657e-005
Step Information: Iq=5u  (Run: 7/8)
-9.000000000000000e-001	6.319889e-005
-8.640000000000000e-001	6.000354e-005
-8.280000000000000e-001	5.682964e-005
-7.919999999999999e-001	5.368386e-005
-7.559999999999999e-001	5.057237e-005
-7.199999999999999e-001	4.750094e-005
-6.839999999999998e-001	4.447509e-005
-6.479999999999998e-001	4.150009e-005
-6.119999999999998e-001	3.858109e-005
-5.759999999999997e-001	3.572314e-005
-5.399999999999997e-001	3.293117e-005
-5.039999999999997e-001	3.021009e-005
-4.679999999999997e-001	2.756473e-005
-4.319999999999997e-001	2.499990e-005
-3.959999999999997e-001	2.252041e-005
-3.599999999999998e-001	2.013116e-005
-3.239999999999998e-001	1.783734e-005
-2.879999999999998e-001	1.564497e-005
-2.519999999999998e-001	1.356202e-005
-2.159999999999998e-001	1.160078e-005
-1.799999999999998e-001	9.782598e-006
-1.439999999999998e-001	8.146218e-006
-1.079999999999998e-001	6.757789e-006
-7.199999999999981e-002	5.710986e-006
-3.599999999999982e-002	5.103468e-006
1.804112415015879e-016	4.999999e-006
3.600000000000018e-002	5.412762e-006
7.200000000000018e-002	6.307629e-006
1.080000000000002e-001	7.618571e-006
1.440000000000002e-001	9.260370e-006
1.800000000000002e-001	1.114475e-005
2.160000000000002e-001	1.319840e-005
2.520000000000002e-001	1.537150e-005
2.880000000000001e-001	1.763422e-005
3.240000000000001e-001	1.996887e-005
3.600000000000001e-001	2.236393e-005
3.960000000000001e-001	2.481093e-005
4.320000000000001e-001	2.730288e-005
4.680000000000000e-001	2.983364e-005
5.040000000000000e-001	3.239756e-005
5.400000000000000e-001	3.498944e-005
5.760000000000001e-001	3.760443e-005
6.120000000000001e-001	4.023808e-005
6.480000000000001e-001	4.288625e-005
6.840000000000002e-001	4.554516e-005
7.200000000000002e-001	4.821135e-005
7.560000000000002e-001	5.088168e-005
7.920000000000003e-001	5.355326e-005
8.280000000000003e-001	5.622349e-005
8.640000000000003e-001	5.888996e-005
9.000000000000000e-001	6.155051e-005
Step Information: Iq=10u  (Run: 8/8)
-9.000000000000000e-001	6.988505e-005
-8.640000000000000e-001	6.666945e-005
-8.280000000000000e-001	6.345916e-005
-7.919999999999999e-001	6.026237e-005
-7.559999999999999e-001	5.708647e-005
-7.199999999999999e-001	5.393818e-005
-6.839999999999998e-001	5.082368e-005
-6.479999999999998e-001	4.774879e-005
-6.119999999999998e-001	4.471904e-005
-5.759999999999997e-001	4.173973e-005
-5.399999999999997e-001	3.881602e-005
-5.039999999999997e-001	3.595299e-005
-4.679999999999997e-001	3.315566e-005
-4.319999999999997e-001	3.042909e-005
-3.959999999999997e-001	2.777857e-005
-3.599999999999998e-001	2.520996e-005
-3.239999999999998e-001	2.273058e-005
-2.879999999999998e-001	2.035098e-005
-2.519999999999998e-001	1.808868e-005
-2.159999999999998e-001	1.597509e-005
-1.799999999999998e-001	1.406478e-005
-1.439999999999998e-001	1.243818e-005
-1.079999999999998e-001	1.118261e-005
-7.199999999999981e-002	1.035703e-005
-3.599999999999982e-002	9.971590e-006
1.804112415015879e-016	9.999998e-006
3.600000000000018e-002	1.040696e-005
7.200000000000018e-002	1.116718e-005
1.080000000000002e-001	1.226777e-005
1.440000000000002e-001	1.369742e-005
1.800000000000002e-001	1.543066e-005
2.160000000000002e-001	1.741925e-005
2.520000000000002e-001	1.960020e-005
2.880000000000001e-001	2.191432e-005
3.240000000000001e-001	2.431879e-005
3.600000000000001e-001	2.678725e-005
3.960000000000001e-001	2.930387e-005
4.320000000000001e-001	3.185848e-005
4.680000000000000e-001	3.444373e-005
5.040000000000000e-001	3.705376e-005
5.400000000000000e-001	3.968365e-005
5.760000000000001e-001	4.232900e-005
6.120000000000001e-001	4.498593e-005
6.480000000000001e-001	4.765085e-005
6.840000000000002e-001	5.032055e-005
7.200000000000002e-001	5.299210e-005
7.560000000000002e-001	5.566281e-005
7.920000000000003e-001	5.833026e-005
8.280000000000003e-001	6.099222e-005
8.640000000000003e-001	6.364666e-005
9.000000000000000e-001	6.629172e-005
