v7	Id(M3)+Id(M4)
Step Information: Iq=10n  (Run: 1/8)
-7.199999999999981e-002	-4.646048e-006
-3.599999999999982e-002	-2.313757e-006
1.804112415015879e-016	-4.547474e-013
3.600000000000018e-002	2.454710e-006
7.200000000000018e-002	5.175299e-006
1.080000000000002e-001	8.222344e-006
1.440000000000002e-001	1.159700e-005
1.800000000000002e-001	1.526466e-005
2.160000000000002e-001	1.918043e-005
2.520000000000002e-001	2.330459e-005
2.880000000000001e-001	2.760681e-005
3.240000000000001e-001	3.206449e-005
3.600000000000001e-001	3.665993e-005
3.960000000000001e-001	4.137821e-005
4.320000000000001e-001	4.620590e-005
4.680000000000000e-001	5.113048e-005
5.040000000000000e-001	5.614002e-005
5.400000000000000e-001	6.122320e-005
5.760000000000001e-001	6.636927e-005
6.120000000000001e-001	7.156816e-005
6.480000000000001e-001	7.681045e-005
6.840000000000002e-001	8.208743e-005
7.200000000000002e-001	8.739109e-005
7.560000000000002e-001	9.271406e-005
7.920000000000003e-001	9.804961e-005
8.280000000000003e-001	1.033916e-004
8.640000000000003e-001	1.087345e-004
9.000000000000000e-001	1.140731e-004
Step Information: Iq=5u  (Run: 7/8)
-9.000000000000000e-001	-1.263978e-004
-8.640000000000000e-001	-1.200071e-004
-8.280000000000000e-001	-1.136593e-004
-7.919999999999999e-001	-1.073677e-004
-7.559999999999999e-001	-1.011447e-004
-7.199999999999999e-001	-9.500189e-005
-6.839999999999998e-001	-8.895017e-005
-6.479999999999998e-001	-8.300017e-005
-6.119999999999998e-001	-7.716218e-005
-5.759999999999997e-001	-7.144627e-005
-5.399999999999997e-001	-6.586232e-005
-5.039999999999997e-001	-6.042011e-005
-4.679999999999997e-001	-5.512926e-005
-4.319999999999997e-001	-4.999926e-005
-3.959999999999997e-001	-4.503940e-005
-3.599999999999998e-001	-4.025861e-005
-3.239999999999998e-001	-3.566515e-005
-2.879999999999998e-001	-3.126579e-005
-2.519999999999998e-001	-2.706417e-005
-2.159999999999998e-001	-2.305706e-005
-1.799999999999998e-001	-1.922686e-005
-1.439999999999998e-001	-1.552795e-005
-1.079999999999998e-001	-1.187102e-005
-7.199999999999981e-002	-8.127984e-006
-3.599999999999982e-002	-4.182507e-006
1.804112415015879e-016	-4.547474e-013
3.600000000000018e-002	4.352603e-006
7.200000000000018e-002	8.760042e-006
1.080000000000002e-001	1.313598e-005
1.440000000000002e-001	1.746543e-005
1.800000000000002e-001	2.179128e-005
2.160000000000002e-001	2.617056e-005
2.520000000000002e-001	3.064281e-005
2.880000000000001e-001	3.522503e-005
3.240000000000001e-001	3.991932e-005
3.600000000000001e-001	4.472020e-005
3.960000000000001e-001	4.961872e-005
4.320000000000001e-001	5.460450e-005
4.680000000000000e-001	5.966676e-005
5.040000000000000e-001	6.479491e-005
5.400000000000000e-001	6.997879e-005
5.760000000000001e-001	7.520884e-005
6.120000000000001e-001	8.047614e-005
6.480000000000001e-001	8.577248e-005
6.840000000000002e-001	9.109031e-005
7.200000000000002e-001	9.642270e-005
7.560000000000002e-001	1.017634e-004
7.920000000000003e-001	1.071065e-004
8.280000000000003e-001	1.124470e-004
8.640000000000003e-001	1.177799e-004
9.000000000000000e-001	1.231010e-004
Step Information: Iq=10u  (Run: 8/8)
-9.000000000000000e-001	-1.397701e-004
-8.640000000000000e-001	-1.333389e-004
-8.280000000000000e-001	-1.269183e-004
-7.919999999999999e-001	-1.205247e-004
-7.559999999999999e-001	-1.141729e-004
-7.199999999999999e-001	-1.078764e-004
-6.839999999999998e-001	-1.016474e-004
-6.479999999999998e-001	-9.549758e-005
-6.119999999999998e-001	-8.943805e-005
-5.759999999999997e-001	-8.347939e-005
-5.399999999999997e-001	-7.763187e-005
-5.039999999999997e-001	-7.190553e-005
-4.679999999999997e-001	-6.631014e-005
-4.319999999999997e-001	-6.085515e-005
-3.959999999999997e-001	-5.554931e-005
-3.599999999999998e-001	-5.040002e-005
-3.239999999999998e-001	-4.541157e-005
-2.879999999999998e-001	-4.058158e-005
-2.519999999999998e-001	-3.589364e-005
-2.159999999999998e-001	-3.130377e-005
-1.799999999999998e-001	-2.672226e-005
-1.439999999999998e-001	-2.200944e-005
-1.079999999999998e-001	-1.701532e-005
-7.199999999999981e-002	-1.165320e-005
-3.599999999999982e-002	-5.944637e-006
1.804112415015879e-016	-9.094947e-013
3.600000000000018e-002	6.032751e-006
7.200000000000018e-002	1.200893e-005
1.080000000000002e-001	1.780991e-005
1.440000000000002e-001	2.336059e-005
1.800000000000002e-001	2.864682e-005
2.160000000000002e-001	3.371954e-005
2.520000000000002e-001	3.866995e-005
2.880000000000001e-001	4.358717e-005
3.240000000000001e-001	4.853047e-005
3.600000000000001e-001	5.352799e-005
3.960000000000001e-001	5.858799e-005
4.320000000000001e-001	6.370874e-005
4.680000000000000e-001	6.888408e-005
5.040000000000000e-001	7.410616e-005
5.400000000000000e-001	7.936674e-005
5.760000000000001e-001	8.465779e-005
6.120000000000001e-001	8.997176e-005
6.480000000000001e-001	9.530167e-005
6.840000000000002e-001	1.006411e-004
7.200000000000002e-001	1.059842e-004
7.560000000000002e-001	1.113256e-004
7.920000000000003e-001	1.166605e-004
8.280000000000003e-001	1.219844e-004
8.640000000000003e-001	1.272933e-004
9.000000000000000e-001	1.325834e-004
