v3	(Id(M1)-Id(M2))/I(I1)
Step Information: Iss=100n  (Run: 1/5)
-3.360000000000000e-001	-1.000014e+000
-3.350000000000000e-001	-1.000014e+000
-3.340000000000000e-001	-1.000014e+000
-3.330000000000000e-001	-1.000014e+000
-3.320000000000000e-001	-1.000014e+000
-3.310000000000000e-001	-1.000014e+000
-3.300000000000000e-001	-1.000014e+000
-3.290000000000000e-001	-1.000014e+000
-3.280000000000000e-001	-1.000014e+000
-3.270000000000000e-001	-1.000014e+000
-3.260000000000000e-001	-1.000014e+000
-3.250000000000000e-001	-1.000014e+000
-3.240000000000000e-001	-1.000014e+000
-3.230000000000000e-001	-1.000014e+000
-3.220000000000000e-001	-1.000014e+000
-3.210000000000000e-001	-1.000014e+000
-3.200000000000000e-001	-1.000014e+000
-3.190000000000000e-001	-1.000014e+000
-3.180000000000000e-001	-1.000014e+000
-3.170000000000000e-001	-1.000014e+000
-3.160000000000000e-001	-1.000014e+000
-3.150000000000000e-001	-1.000014e+000
-3.140000000000000e-001	-1.000014e+000
-3.129999999999999e-001	-1.000014e+000
-3.119999999999999e-001	-1.000014e+000
-3.109999999999999e-001	-1.000014e+000
-3.099999999999999e-001	-1.000014e+000
-3.089999999999999e-001	-1.000014e+000
-3.079999999999999e-001	-1.000014e+000
-3.069999999999999e-001	-1.000014e+000
-3.059999999999999e-001	-1.000014e+000
-3.049999999999999e-001	-1.000014e+000
-3.039999999999999e-001	-1.000014e+000
-3.029999999999999e-001	-1.000014e+000
-3.019999999999999e-001	-1.000014e+000
-3.009999999999999e-001	-1.000014e+000
-2.999999999999999e-001	-1.000014e+000
-2.989999999999999e-001	-1.000014e+000
-2.979999999999999e-001	-1.000013e+000
-2.969999999999999e-001	-1.000013e+000
-2.959999999999999e-001	-1.000013e+000
-2.949999999999999e-001	-1.000013e+000
-2.939999999999999e-001	-1.000013e+000
-2.929999999999999e-001	-1.000013e+000
-2.919999999999999e-001	-1.000013e+000
-2.909999999999999e-001	-1.000013e+000
-2.899999999999999e-001	-1.000013e+000
-2.889999999999999e-001	-1.000013e+000
-2.879999999999999e-001	-1.000013e+000
-2.869999999999999e-001	-1.000013e+000
-2.859999999999999e-001	-1.000013e+000
-2.849999999999999e-001	-1.000013e+000
-2.839999999999999e-001	-1.000013e+000
-2.829999999999999e-001	-1.000013e+000
-2.819999999999999e-001	-1.000013e+000
-2.809999999999999e-001	-1.000013e+000
-2.799999999999999e-001	-1.000013e+000
-2.789999999999999e-001	-1.000013e+000
-2.779999999999999e-001	-1.000013e+000
-2.769999999999999e-001	-1.000013e+000
-2.759999999999999e-001	-1.000013e+000
-2.749999999999999e-001	-1.000013e+000
-2.739999999999999e-001	-1.000013e+000
-2.729999999999999e-001	-1.000013e+000
-2.719999999999999e-001	-1.000013e+000
-2.709999999999999e-001	-1.000013e+000
-2.699999999999999e-001	-1.000013e+000
-2.689999999999999e-001	-1.000013e+000
-2.679999999999999e-001	-1.000013e+000
-2.669999999999999e-001	-1.000013e+000
-2.659999999999999e-001	-1.000013e+000
-2.649999999999999e-001	-1.000012e+000
-2.639999999999999e-001	-1.000012e+000
-2.629999999999999e-001	-1.000012e+000
-2.619999999999999e-001	-1.000012e+000
-2.609999999999999e-001	-1.000012e+000
-2.599999999999999e-001	-1.000012e+000
-2.589999999999999e-001	-1.000012e+000
-2.579999999999999e-001	-1.000012e+000
-2.569999999999999e-001	-1.000012e+000
-2.559999999999999e-001	-1.000012e+000
-2.549999999999999e-001	-1.000012e+000
-2.539999999999999e-001	-1.000012e+000
-2.529999999999999e-001	-1.000012e+000
-2.519999999999999e-001	-1.000012e+000
-2.509999999999999e-001	-1.000012e+000
-2.499999999999999e-001	-1.000011e+000
-2.489999999999999e-001	-1.000011e+000
-2.479999999999999e-001	-1.000011e+000
-2.469999999999999e-001	-1.000011e+000
-2.459999999999999e-001	-1.000011e+000
-2.449999999999999e-001	-1.000011e+000
-2.439999999999999e-001	-1.000011e+000
-2.429999999999999e-001	-1.000011e+000
-2.419999999999999e-001	-1.000011e+000
-2.409999999999999e-001	-1.000010e+000
-2.399999999999999e-001	-1.000010e+000
-2.389999999999999e-001	-1.000010e+000
-2.379999999999999e-001	-1.000010e+000
-2.369999999999999e-001	-1.000010e+000
-2.359999999999999e-001	-1.000009e+000
-2.349999999999999e-001	-1.000009e+000
-2.339999999999999e-001	-1.000009e+000
-2.329999999999999e-001	-1.000009e+000
-2.319999999999999e-001	-1.000009e+000
-2.309999999999999e-001	-1.000008e+000
-2.299999999999999e-001	-1.000008e+000
-2.289999999999999e-001	-1.000008e+000
-2.279999999999999e-001	-1.000007e+000
-2.269999999999999e-001	-1.000007e+000
-2.259999999999999e-001	-1.000007e+000
-2.249999999999999e-001	-1.000006e+000
-2.239999999999999e-001	-1.000006e+000
-2.229999999999999e-001	-1.000006e+000
-2.219999999999999e-001	-1.000005e+000
-2.209999999999999e-001	-1.000005e+000
-2.199999999999999e-001	-1.000004e+000
-2.189999999999999e-001	-1.000004e+000
-2.179999999999999e-001	-1.000003e+000
-2.169999999999999e-001	-1.000003e+000
-2.159999999999999e-001	-1.000002e+000
-2.149999999999999e-001	-1.000002e+000
-2.139999999999999e-001	-1.000001e+000
-2.129999999999999e-001	-1.000000e+000
-2.119999999999999e-001	-9.999995e-001
-2.109999999999999e-001	-9.999987e-001
-2.099999999999999e-001	-9.999979e-001
-2.089999999999999e-001	-9.999970e-001
-2.079999999999999e-001	-9.999960e-001
-2.069999999999999e-001	-9.999951e-001
-2.059999999999999e-001	-9.999941e-001
-2.049999999999999e-001	-9.999929e-001
-2.039999999999999e-001	-9.999917e-001
-2.029999999999999e-001	-9.999905e-001
-2.019999999999999e-001	-9.999892e-001
-2.009999999999999e-001	-9.999878e-001
-1.999999999999998e-001	-9.999863e-001
-1.989999999999998e-001	-9.999847e-001
-1.979999999999998e-001	-9.999831e-001
-1.969999999999998e-001	-9.999813e-001
-1.959999999999998e-001	-9.999795e-001
-1.949999999999998e-001	-9.999775e-001
-1.939999999999998e-001	-9.999754e-001
-1.929999999999998e-001	-9.999732e-001
-1.919999999999998e-001	-9.999708e-001
-1.909999999999998e-001	-9.999683e-001
-1.899999999999998e-001	-9.999657e-001
-1.889999999999998e-001	-9.999629e-001
-1.879999999999998e-001	-9.999600e-001
-1.869999999999998e-001	-9.999568e-001
-1.859999999999998e-001	-9.999535e-001
-1.849999999999998e-001	-9.999499e-001
-1.839999999999998e-001	-9.999462e-001
-1.829999999999998e-001	-9.999422e-001
-1.819999999999998e-001	-9.999381e-001
-1.809999999999998e-001	-9.999336e-001
-1.799999999999998e-001	-9.999289e-001
-1.789999999999998e-001	-9.999239e-001
-1.779999999999998e-001	-9.999185e-001
-1.769999999999998e-001	-9.999130e-001
-1.759999999999998e-001	-9.999070e-001
-1.749999999999998e-001	-9.999007e-001
-1.739999999999998e-001	-9.998940e-001
-1.729999999999998e-001	-9.998869e-001
-1.719999999999998e-001	-9.998794e-001
-1.709999999999998e-001	-9.998715e-001
-1.699999999999998e-001	-9.998630e-001
-1.689999999999998e-001	-9.998540e-001
-1.679999999999998e-001	-9.998446e-001
-1.669999999999998e-001	-9.998346e-001
-1.659999999999998e-001	-9.998239e-001
-1.649999999999998e-001	-9.998126e-001
-1.639999999999998e-001	-9.998007e-001
-1.629999999999998e-001	-9.997880e-001
-1.619999999999998e-001	-9.997746e-001
-1.609999999999998e-001	-9.997604e-001
-1.599999999999998e-001	-9.997453e-001
-1.589999999999998e-001	-9.997294e-001
-1.579999999999998e-001	-9.997124e-001
-1.569999999999998e-001	-9.996945e-001
-1.559999999999998e-001	-9.996755e-001
-1.549999999999998e-001	-9.996553e-001
-1.539999999999998e-001	-9.996340e-001
-1.529999999999998e-001	-9.996114e-001
-1.519999999999998e-001	-9.995874e-001
-1.509999999999998e-001	-9.995620e-001
-1.499999999999998e-001	-9.995350e-001
-1.489999999999998e-001	-9.995066e-001
-1.479999999999998e-001	-9.994763e-001
-1.469999999999998e-001	-9.994444e-001
-1.459999999999998e-001	-9.994104e-001
-1.449999999999998e-001	-9.993745e-001
-1.439999999999998e-001	-9.993364e-001
-1.429999999999998e-001	-9.992961e-001
-1.419999999999998e-001	-9.992533e-001
-1.409999999999998e-001	-9.992080e-001
-1.399999999999998e-001	-9.991600e-001
-1.389999999999998e-001	-9.991093e-001
-1.379999999999998e-001	-9.990554e-001
-1.369999999999998e-001	-9.989983e-001
-1.359999999999998e-001	-9.989379e-001
-1.349999999999998e-001	-9.988739e-001
-1.339999999999998e-001	-9.988061e-001
-1.329999999999998e-001	-9.987342e-001
-1.319999999999998e-001	-9.986582e-001
-1.309999999999998e-001	-9.985776e-001
-1.299999999999998e-001	-9.984922e-001
-1.289999999999998e-001	-9.984018e-001
-1.279999999999998e-001	-9.983060e-001
-1.269999999999998e-001	-9.982047e-001
-1.259999999999998e-001	-9.980972e-001
-1.249999999999998e-001	-9.979834e-001
-1.239999999999998e-001	-9.978629e-001
-1.229999999999998e-001	-9.977354e-001
-1.219999999999998e-001	-9.976002e-001
-1.209999999999998e-001	-9.974571e-001
-1.199999999999998e-001	-9.973056e-001
-1.189999999999998e-001	-9.971451e-001
-1.179999999999998e-001	-9.969753e-001
-1.169999999999998e-001	-9.967954e-001
-1.159999999999998e-001	-9.966050e-001
-1.149999999999998e-001	-9.964034e-001
-1.139999999999998e-001	-9.961899e-001
-1.129999999999998e-001	-9.959639e-001
-1.119999999999998e-001	-9.957247e-001
-1.109999999999998e-001	-9.954715e-001
-1.099999999999998e-001	-9.952035e-001
-1.089999999999998e-001	-9.949197e-001
-1.079999999999998e-001	-9.946195e-001
-1.069999999999998e-001	-9.943017e-001
-1.059999999999998e-001	-9.939653e-001
-1.049999999999998e-001	-9.936094e-001
-1.039999999999998e-001	-9.932328e-001
-1.029999999999998e-001	-9.928342e-001
-1.019999999999998e-001	-9.924126e-001
-1.009999999999998e-001	-9.919664e-001
-9.999999999999976e-002	-9.914945e-001
-9.899999999999976e-002	-9.909951e-001
-9.799999999999975e-002	-9.904670e-001
-9.699999999999975e-002	-9.899083e-001
-9.599999999999975e-002	-9.893175e-001
-9.499999999999975e-002	-9.886926e-001
-9.399999999999975e-002	-9.880318e-001
-9.299999999999975e-002	-9.873331e-001
-9.199999999999975e-002	-9.865944e-001
-9.099999999999975e-002	-9.858133e-001
-8.999999999999975e-002	-9.849876e-001
-8.899999999999975e-002	-9.841149e-001
-8.799999999999975e-002	-9.831925e-001
-8.699999999999974e-002	-9.822177e-001
-8.599999999999974e-002	-9.811875e-001
-8.499999999999974e-002	-9.800991e-001
-8.399999999999974e-002	-9.789492e-001
-8.299999999999974e-002	-9.777346e-001
-8.199999999999974e-002	-9.764516e-001
-8.099999999999974e-002	-9.750968e-001
-7.999999999999974e-002	-9.736661e-001
-7.899999999999974e-002	-9.721557e-001
-7.799999999999974e-002	-9.705611e-001
-7.699999999999974e-002	-9.688781e-001
-7.599999999999973e-002	-9.671021e-001
-7.499999999999973e-002	-9.652281e-001
-7.399999999999973e-002	-9.632512e-001
-7.299999999999973e-002	-9.611660e-001
-7.199999999999973e-002	-9.589669e-001
-7.099999999999973e-002	-9.566483e-001
-6.999999999999973e-002	-9.542041e-001
-6.899999999999973e-002	-9.516281e-001
-6.799999999999973e-002	-9.489136e-001
-6.699999999999973e-002	-9.460541e-001
-6.599999999999973e-002	-9.430423e-001
-6.499999999999973e-002	-9.398709e-001
-6.399999999999972e-002	-9.365324e-001
-6.299999999999972e-002	-9.330188e-001
-6.199999999999972e-002	-9.293221e-001
-6.099999999999972e-002	-9.254337e-001
-5.999999999999972e-002	-9.213449e-001
-5.899999999999972e-002	-9.170469e-001
-5.799999999999972e-002	-9.125301e-001
-5.699999999999972e-002	-9.077852e-001
-5.599999999999972e-002	-9.028023e-001
-5.499999999999972e-002	-8.975714e-001
-5.399999999999972e-002	-8.920822e-001
-5.299999999999971e-002	-8.863241e-001
-5.199999999999971e-002	-8.802865e-001
-5.099999999999971e-002	-8.739584e-001
-4.999999999999971e-002	-8.673286e-001
-4.899999999999971e-002	-8.603859e-001
-4.799999999999971e-002	-8.531191e-001
-4.699999999999971e-002	-8.455165e-001
-4.599999999999971e-002	-8.375667e-001
-4.499999999999971e-002	-8.292581e-001
-4.399999999999971e-002	-8.205791e-001
-4.299999999999971e-002	-8.115182e-001
-4.199999999999970e-002	-8.020642e-001
-4.099999999999970e-002	-7.922056e-001
-3.999999999999970e-002	-7.819316e-001
-3.899999999999970e-002	-7.712312e-001
-3.799999999999970e-002	-7.600942e-001
-3.699999999999970e-002	-7.485104e-001
-3.599999999999970e-002	-7.364704e-001
-3.499999999999970e-002	-7.239649e-001
-3.399999999999970e-002	-7.109855e-001
-3.299999999999970e-002	-6.975244e-001
-3.199999999999970e-002	-6.835746e-001
-3.099999999999969e-002	-6.691299e-001
-2.999999999999969e-002	-6.541849e-001
-2.899999999999969e-002	-6.387352e-001
-2.799999999999969e-002	-6.227775e-001
-2.699999999999969e-002	-6.063097e-001
-2.599999999999969e-002	-5.893308e-001
-2.499999999999969e-002	-5.718410e-001
-2.399999999999969e-002	-5.538421e-001
-2.299999999999969e-002	-5.353369e-001
-2.199999999999969e-002	-5.163301e-001
-2.099999999999969e-002	-4.968275e-001
-1.999999999999969e-002	-4.768368e-001
-1.899999999999968e-002	-4.563671e-001
-1.799999999999968e-002	-4.354290e-001
-1.699999999999968e-002	-4.140351e-001
-1.599999999999968e-002	-3.921992e-001
-1.499999999999968e-002	-3.699369e-001
-1.399999999999968e-002	-3.472656e-001
-1.299999999999968e-002	-3.242042e-001
-1.199999999999968e-002	-3.007729e-001
-1.099999999999968e-002	-2.769936e-001
-9.999999999999676e-003	-2.528900e-001
-8.999999999999675e-003	-2.284864e-001
-7.999999999999674e-003	-2.038091e-001
-6.999999999999674e-003	-1.788853e-001
-5.999999999999674e-003	-1.537431e-001
-4.999999999999674e-003	-1.284121e-001
-3.999999999999674e-003	-1.029221e-001
-2.999999999999674e-003	-7.730438e-002
-1.999999999999674e-003	-5.159006e-002
-9.999999999996739e-004	-2.581121e-002
3.261280134836397e-016	0.000000e+000
1.000000000000326e-003	2.581121e-002
2.000000000000326e-003	5.159006e-002
3.000000000000326e-003	7.730438e-002
4.000000000000326e-003	1.029221e-001
5.000000000000326e-003	1.284121e-001
6.000000000000326e-003	1.537431e-001
7.000000000000326e-003	1.788853e-001
8.000000000000326e-003	2.038091e-001
9.000000000000327e-003	2.284864e-001
1.000000000000033e-002	2.528900e-001
1.100000000000033e-002	2.769937e-001
1.200000000000033e-002	3.007729e-001
1.300000000000033e-002	3.242042e-001
1.400000000000033e-002	3.472657e-001
1.500000000000033e-002	3.699369e-001
1.600000000000033e-002	3.921992e-001
1.700000000000033e-002	4.140351e-001
1.800000000000034e-002	4.354290e-001
1.900000000000034e-002	4.563671e-001
2.000000000000034e-002	4.768368e-001
2.100000000000034e-002	4.968275e-001
2.200000000000034e-002	5.163301e-001
2.300000000000034e-002	5.353369e-001
2.400000000000034e-002	5.538421e-001
2.500000000000034e-002	5.718410e-001
2.600000000000034e-002	5.893308e-001
2.700000000000034e-002	6.063097e-001
2.800000000000034e-002	6.227775e-001
2.900000000000035e-002	6.387352e-001
3.000000000000035e-002	6.541849e-001
3.100000000000035e-002	6.691300e-001
3.200000000000035e-002	6.835746e-001
3.300000000000035e-002	6.975244e-001
3.400000000000035e-002	7.109855e-001
3.500000000000035e-002	7.239649e-001
3.600000000000035e-002	7.364704e-001
3.700000000000035e-002	7.485105e-001
3.800000000000035e-002	7.600942e-001
3.900000000000035e-002	7.712312e-001
4.000000000000036e-002	7.819316e-001
4.100000000000036e-002	7.922056e-001
4.200000000000036e-002	8.020642e-001
4.300000000000036e-002	8.115182e-001
4.400000000000036e-002	8.205791e-001
4.500000000000036e-002	8.292581e-001
4.600000000000036e-002	8.375667e-001
4.700000000000036e-002	8.455165e-001
4.800000000000036e-002	8.531191e-001
4.900000000000036e-002	8.603859e-001
5.000000000000036e-002	8.673286e-001
5.100000000000036e-002	8.739584e-001
5.200000000000037e-002	8.802865e-001
5.300000000000037e-002	8.863241e-001
5.400000000000037e-002	8.920822e-001
5.500000000000037e-002	8.975714e-001
5.600000000000037e-002	9.028023e-001
5.700000000000037e-002	9.077852e-001
5.800000000000037e-002	9.125301e-001
5.900000000000037e-002	9.170469e-001
6.000000000000037e-002	9.213449e-001
6.100000000000037e-002	9.254337e-001
6.200000000000037e-002	9.293221e-001
6.300000000000038e-002	9.330188e-001
6.400000000000038e-002	9.365324e-001
6.500000000000038e-002	9.398709e-001
6.600000000000038e-002	9.430423e-001
6.700000000000038e-002	9.460541e-001
6.800000000000038e-002	9.489136e-001
6.900000000000038e-002	9.516281e-001
7.000000000000038e-002	9.542041e-001
7.100000000000038e-002	9.566483e-001
7.200000000000038e-002	9.589669e-001
7.300000000000038e-002	9.611660e-001
7.400000000000039e-002	9.632512e-001
7.500000000000039e-002	9.652281e-001
7.600000000000039e-002	9.671021e-001
7.700000000000039e-002	9.688781e-001
7.800000000000039e-002	9.705611e-001
7.900000000000039e-002	9.721557e-001
8.000000000000039e-002	9.736661e-001
8.100000000000039e-002	9.750968e-001
8.200000000000039e-002	9.764516e-001
8.300000000000039e-002	9.777346e-001
8.400000000000039e-002	9.789492e-001
8.500000000000040e-002	9.800991e-001
8.600000000000040e-002	9.811875e-001
8.700000000000040e-002	9.822177e-001
8.800000000000040e-002	9.831925e-001
8.900000000000040e-002	9.841149e-001
9.000000000000040e-002	9.849876e-001
9.100000000000040e-002	9.858133e-001
9.200000000000040e-002	9.865944e-001
9.300000000000040e-002	9.873331e-001
9.400000000000040e-002	9.880318e-001
9.500000000000040e-002	9.886926e-001
9.600000000000040e-002	9.893175e-001
9.700000000000041e-002	9.899083e-001
9.800000000000041e-002	9.904670e-001
9.900000000000041e-002	9.909951e-001
1.000000000000004e-001	9.914945e-001
1.010000000000004e-001	9.919664e-001
1.020000000000004e-001	9.924126e-001
1.030000000000004e-001	9.928342e-001
1.040000000000004e-001	9.932328e-001
1.050000000000004e-001	9.936094e-001
1.060000000000004e-001	9.939653e-001
1.070000000000004e-001	9.943017e-001
1.080000000000004e-001	9.946195e-001
1.090000000000004e-001	9.949197e-001
1.100000000000004e-001	9.952035e-001
1.110000000000004e-001	9.954715e-001
1.120000000000004e-001	9.957247e-001
1.130000000000004e-001	9.959639e-001
1.140000000000004e-001	9.961899e-001
1.150000000000004e-001	9.964034e-001
1.160000000000004e-001	9.966050e-001
1.170000000000004e-001	9.967954e-001
1.180000000000004e-001	9.969753e-001
1.190000000000004e-001	9.971451e-001
1.200000000000004e-001	9.973056e-001
1.210000000000004e-001	9.974571e-001
1.220000000000004e-001	9.976002e-001
1.230000000000004e-001	9.977354e-001
1.240000000000004e-001	9.978629e-001
1.250000000000004e-001	9.979834e-001
1.260000000000004e-001	9.980972e-001
1.270000000000004e-001	9.982047e-001
1.280000000000004e-001	9.983060e-001
1.290000000000004e-001	9.984018e-001
1.300000000000004e-001	9.984922e-001
1.310000000000004e-001	9.985776e-001
1.320000000000004e-001	9.986582e-001
1.330000000000004e-001	9.987342e-001
1.340000000000004e-001	9.988061e-001
1.350000000000004e-001	9.988739e-001
1.360000000000004e-001	9.989379e-001
1.370000000000004e-001	9.989983e-001
1.380000000000004e-001	9.990554e-001
1.390000000000004e-001	9.991093e-001
1.400000000000004e-001	9.991600e-001
1.410000000000004e-001	9.992080e-001
1.420000000000004e-001	9.992533e-001
1.430000000000004e-001	9.992961e-001
1.440000000000004e-001	9.993364e-001
1.450000000000004e-001	9.993745e-001
1.460000000000004e-001	9.994104e-001
1.470000000000004e-001	9.994444e-001
1.480000000000004e-001	9.994763e-001
1.490000000000004e-001	9.995066e-001
1.500000000000004e-001	9.995350e-001
1.510000000000004e-001	9.995620e-001
1.520000000000004e-001	9.995874e-001
1.530000000000004e-001	9.996114e-001
1.540000000000004e-001	9.996340e-001
1.550000000000004e-001	9.996553e-001
1.560000000000004e-001	9.996755e-001
1.570000000000004e-001	9.996945e-001
1.580000000000005e-001	9.997124e-001
1.590000000000005e-001	9.997294e-001
1.600000000000005e-001	9.997453e-001
1.610000000000005e-001	9.997604e-001
1.620000000000005e-001	9.997746e-001
1.630000000000005e-001	9.997880e-001
1.640000000000005e-001	9.998007e-001
1.650000000000005e-001	9.998126e-001
1.660000000000005e-001	9.998239e-001
1.670000000000005e-001	9.998346e-001
1.680000000000005e-001	9.998446e-001
1.690000000000005e-001	9.998540e-001
1.700000000000005e-001	9.998630e-001
1.710000000000005e-001	9.998715e-001
1.720000000000005e-001	9.998794e-001
1.730000000000005e-001	9.998869e-001
1.740000000000005e-001	9.998940e-001
1.750000000000005e-001	9.999007e-001
1.760000000000005e-001	9.999070e-001
1.770000000000005e-001	9.999130e-001
1.780000000000005e-001	9.999185e-001
1.790000000000005e-001	9.999239e-001
1.800000000000005e-001	9.999289e-001
1.810000000000005e-001	9.999336e-001
1.820000000000005e-001	9.999381e-001
1.830000000000005e-001	9.999422e-001
1.840000000000005e-001	9.999462e-001
1.850000000000005e-001	9.999499e-001
1.860000000000005e-001	9.999535e-001
1.870000000000005e-001	9.999568e-001
1.880000000000005e-001	9.999600e-001
1.890000000000005e-001	9.999629e-001
1.900000000000005e-001	9.999657e-001
1.910000000000005e-001	9.999683e-001
1.920000000000005e-001	9.999708e-001
1.930000000000005e-001	9.999732e-001
1.940000000000005e-001	9.999754e-001
1.950000000000005e-001	9.999775e-001
1.960000000000005e-001	9.999795e-001
1.970000000000005e-001	9.999813e-001
1.980000000000005e-001	9.999831e-001
1.990000000000005e-001	9.999847e-001
2.000000000000005e-001	9.999863e-001
2.010000000000005e-001	9.999878e-001
2.020000000000005e-001	9.999892e-001
2.030000000000005e-001	9.999905e-001
2.040000000000005e-001	9.999917e-001
2.050000000000005e-001	9.999929e-001
2.060000000000005e-001	9.999941e-001
2.070000000000005e-001	9.999951e-001
2.080000000000005e-001	9.999960e-001
2.090000000000005e-001	9.999970e-001
2.100000000000005e-001	9.999979e-001
2.110000000000005e-001	9.999987e-001
2.120000000000005e-001	9.999995e-001
2.130000000000005e-001	1.000000e+000
2.140000000000005e-001	1.000001e+000
2.150000000000005e-001	1.000002e+000
2.160000000000005e-001	1.000002e+000
2.170000000000005e-001	1.000003e+000
2.180000000000005e-001	1.000003e+000
2.190000000000005e-001	1.000004e+000
2.200000000000005e-001	1.000004e+000
2.210000000000005e-001	1.000005e+000
2.220000000000005e-001	1.000005e+000
2.230000000000005e-001	1.000006e+000
2.240000000000005e-001	1.000006e+000
2.250000000000005e-001	1.000006e+000
2.260000000000005e-001	1.000007e+000
2.270000000000005e-001	1.000007e+000
2.280000000000005e-001	1.000007e+000
2.290000000000005e-001	1.000008e+000
2.300000000000005e-001	1.000008e+000
2.310000000000005e-001	1.000008e+000
2.320000000000005e-001	1.000009e+000
2.330000000000005e-001	1.000009e+000
2.340000000000005e-001	1.000009e+000
2.350000000000005e-001	1.000009e+000
2.360000000000005e-001	1.000009e+000
2.370000000000005e-001	1.000010e+000
2.380000000000005e-001	1.000010e+000
2.390000000000005e-001	1.000010e+000
2.400000000000005e-001	1.000010e+000
2.410000000000005e-001	1.000010e+000
2.420000000000005e-001	1.000011e+000
2.430000000000005e-001	1.000011e+000
2.440000000000005e-001	1.000011e+000
2.450000000000005e-001	1.000011e+000
2.460000000000005e-001	1.000011e+000
2.470000000000005e-001	1.000011e+000
2.480000000000005e-001	1.000011e+000
2.490000000000005e-001	1.000011e+000
2.500000000000005e-001	1.000011e+000
2.510000000000005e-001	1.000012e+000
2.520000000000005e-001	1.000012e+000
2.530000000000005e-001	1.000012e+000
2.540000000000005e-001	1.000012e+000
2.550000000000005e-001	1.000012e+000
2.560000000000005e-001	1.000012e+000
2.570000000000005e-001	1.000012e+000
2.580000000000005e-001	1.000012e+000
2.590000000000005e-001	1.000012e+000
2.600000000000005e-001	1.000012e+000
2.610000000000005e-001	1.000012e+000
2.620000000000005e-001	1.000012e+000
2.630000000000005e-001	1.000012e+000
2.640000000000005e-001	1.000012e+000
2.650000000000005e-001	1.000012e+000
2.660000000000005e-001	1.000013e+000
2.670000000000005e-001	1.000013e+000
2.680000000000005e-001	1.000013e+000
2.690000000000005e-001	1.000013e+000
2.700000000000005e-001	1.000013e+000
2.710000000000005e-001	1.000013e+000
2.720000000000005e-001	1.000013e+000
2.730000000000005e-001	1.000013e+000
2.740000000000005e-001	1.000013e+000
2.750000000000005e-001	1.000013e+000
2.760000000000005e-001	1.000013e+000
2.770000000000005e-001	1.000013e+000
2.780000000000005e-001	1.000013e+000
2.790000000000005e-001	1.000013e+000
2.800000000000005e-001	1.000013e+000
2.810000000000005e-001	1.000013e+000
2.820000000000005e-001	1.000013e+000
2.830000000000005e-001	1.000013e+000
2.840000000000005e-001	1.000013e+000
2.850000000000005e-001	1.000013e+000
2.860000000000005e-001	1.000013e+000
2.870000000000005e-001	1.000013e+000
2.880000000000005e-001	1.000013e+000
